1	1l	V1I	IAI3S	632449	ἤθελεν	ἠθελεν	ηθελεν	θέλω				H)/QELEN	QE/LW
1	1l	VZ	AAN	306049	ἐπιγνῶναι	ἐπιγνωναι	επιγνωναι	ἐπιγινώσκω				E)PIGNW=NAI	GIGNW/SKW        E)PI
1	1l	RD	ASN	11	αὐτὸ	αὐτο	αυτο	αὐτός				AU)TO\	AU)TO/S
1	1l	P		8	ἕως	ἑως	εως	ἕως				E(/WS	E(/WS
1	1l	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	1l	N3	GSF	13634	νυκτός	νυκτος	νυκτος	νύξ				NUKTO/S	NU/C
1	1m	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1m	VA	AAI3S	633473	ἡσύχασεν	ἡσυχασεν	ησυχασεν	ἡσυχάζω			.	H(SU/XASEN	H(SUXA/ZW
1	1m	N2	NSM	9346	Μαρδοχαῖος	μαρδοχαιος	μαρδοχαιος	Μαρδοχαῖος				*MARDOXAI=OS	*MARDOXAI=OS
1	1m	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	1m	RA	DSF	10	τῇ	τη	τη	ὁ				TH=|	O(
1	1m	N1	DSF	13698	αὐλῇ	αὐλη	αυλη	αὐλή				AU)LH=|	AU)LH/
1	1m	P		8	μετὰ	μετα	μετα	μετά				META\	META/
1	1m	N	GSM	9538	Γαβαθα	γαβαθα	γαβαθα	Γαβαθα				*GABAQA	*GABAQA
1	1m	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1m	N	GSM	9538	Θαρρα	θαρρα	θαρρα	Θαρρα				*QARRA	*QARRA
1	1m	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	1m	M		7	δύο	δυο	δυο	δύο				DU/O	DU/O
1	1m	N2	GPM	10050	εὐνούχων	εὐνουχων	ευνουχων	εὐνοῦχος				EU)NOU/XWN	EU)NOU=XOS
1	1m	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
1	1m	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς				BASILE/WS	BASILEU/S
1	1m	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	1m	V1	PAPGPM	5154241	φυλασσόντων	φυλασσοντων	φυλασσοντων	φυλάσσω				FULASSO/NTWN	FULA/SSW
1	1m	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	1m	N1	ASF	13570	αὐλὴν	αὐλην	αυλην	αὐλή				AU)LH\N	AU)LH/
1	1n	VAI	AAI3S	633473	ἤκουσέν	ἠκουσεν	ηκουσεν	ἀκούω				H)/KOUSE/N	A)KOU/W
1	1n	X		5	τε	τε	τε	τε				TE	TE
1	1n	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	1n	RA	APM	10	τοὺς	τους	τους	ὁ				TOU\S	O(
1	1n	N2	APM	9986	λογισμοὺς	λογισμους	λογισμους	λογισμός				LOGISMOU\S	LOGISMO/S
1	1n	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1n	RA	APF	10	τὰς	τας	τας	ὁ				TA\S	O(
1	1n	N1A	APF	14082	μερίμνας	μεριμνας	μεριμνας	μέριμνα				MERI/MNAS	ME/RIMNA
1	1n	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	1n	VAI	AAI3S	633473	ἐξηρεύνησεν	ἐξηρευνησεν	εξηρευνησεν	ἐξερευνάω				E)CHREU/NHSEN	E)REUNA/W        E)K
1	1n	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1n	VBI	AAI3S	633473	ἔμαθεν	ἐμαθεν	εμαθεν	μανθάνω				E)/MAQEN	MANQA/NW
1	1n	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	1n	V1	PAI3P	894081	ἑτοιμάζουσιν	ἑτοιμαζουσιν	ετοιμαζουσιν	ἑτοιμάζω				E(TOIMA/ZOUSIN	E(TOIMA/ZW
1	1n	RA	APF	10	τὰς	τας	τας	ὁ				TA\S	O(
1	1n	N3	APF	14082	χεῖρας	χειρας	χειρας	χείρ				XEI=RAS	XEI/R
1	1n	VB	AAN	306049	ἐπιβαλεῖν	ἐπιβαλειν	επιβαλειν	ἐπιβάλλω				E)PIBALEI=N	BA/LLW           E)PI
1	1n	N1M	DSM	9602	Ἀρταξέρξῃ	ἀρταξερξη	αρταξερξη	Ἀρταξέρξης				*A)RTACE/RCH|	*A)RTACE/RCHS
1	1n	RA	DSM	10	τῷ	τω	τω	ὁ				TW=|	O(
1	1n	N3V	DSM	9602	βασιλεῖ	βασιλει	βασιλει	βασιλεύς				BASILEI=	BASILEU/S
1	1n	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1n	VAI	AAI3S	633473	ὑπέδειξεν	ὑπεδειξεν	υπεδειξεν	ὑποδείκνυμι			,	U(PE/DEICEN	DEIKNU/W         U(PO
1	1n	RA	DSM	10	τῷ	τω	τω	ὁ				TW=|	O(
1	1n	N3V	DSM	9602	βασιλεῖ	βασιλει	βασιλει	βασιλεύς				BASILEI=	BASILEU/S
1	1n	P		8	περὶ	περι	περι	περί				PERI\	PERI/
1	1n	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	1o	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1o	VAI	AAI3S	633473	ἐξήτασεν	ἐξητασεν	εξητασεν	ἐξετάζω			·	E)CH/TASEN	E)TA/ZW          E)K
1	1o	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	1o	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς				BASILEU\S	BASILEU/S
1	1o	RA	APM	10	τοὺς	τους	τους	ὁ				TOU\S	O(
1	1o	M		7	δύο	δυο	δυο	δύο				DU/O	DU/O
1	1o	N2	APM	9986	εὐνούχους	εὐνουχους	ευνουχους	εὐνοῦχος				EU)NOU/XOUS	EU)NOU=XOS
1	1o	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1o	VA	AAPNPM	5057473	ὁμολογήσαντες	ὁμολογησαντες	ομολογησαντες	ὁμολογέω			,	O(MOLOGH/SANTES	O(MOLOGE/W
1	1o	VQI	API3P	903809	ἀπήχθησαν	ἀπηχθησαν	απηχθησαν	ἀπάγω				A)PH/XQHSAN	A)/GW            A)PO
1	1p	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1p	VAI	AAI3S	633473	ἔγραψεν	ἐγραψεν	εγραψεν	γράφω			.	E)/GRAYEN	GRA/FW
1	1p	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	1p	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς				BASILEU\S	BASILEU/S
1	1p	RA	APM	10	τοὺς	τους	τους	ὁ				TOU\S	O(
1	1p	N2	APM	9986	λόγους	λογους	λογους	λόγος				LO/GOUS	LO/GOS
1	1p	RD	APM	11	τούτους	τουτους	τουτους	οὗτος				TOU/TOUS	OU(=TOS
1	1p	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	1p	N2N	ASN	17666	μνημόσυνον	μνημοσυνον	μνημοσυνον	μνημόσυνον				MNHMO/SUNON	MNHMO/SUNON
1	1p	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1p	N2	NSM	9346	Μαρδοχαῖος	μαρδοχαιος	μαρδοχαιος	Μαρδοχαῖος			,	*MARDOXAI=OS	*MARDOXAI=OS
1	1p	VAI	AAI3S	633473	ἔγραψεν	ἐγραψεν	εγραψεν	γράφω				E)/GRAYEN	GRA/FW
1	1p	P		8	περὶ	περι	περι	περί				PERI\	PERI/
1	1p	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	1p	N2	GPM	10050	λόγων	λογων	λογων	λόγος				LO/GWN	LO/GOS
